#SampleID	Organism	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86	PC87	PC88	PC89	PC90	PC91	PC92	PC93	PC94	PC95	PC96	PC97	PC98	PC99	PC100	PC101	PC102	PC103	PC104	PC105	PC106	PC107	PC108	PC109	PC110	PC111	PC112	PC113	PC114	PC115	PC116	PC117	PC118	PC119	PC120	PC121	PC122	PC123	PC124	PC125	PC126	PC127	PC128	PC129	PC130	PC131	PC132	PC133	PC134	PC135	PC136	PC137	PC138	PC139	PC140	PC141	PC142	PC143	PC144	PC145	PC146	PC147	PC148	PC149	PC150	PC151	PC152	PC153	PC154	PC155	PC156	PC157	PC158	PC159	PC160	PC161	PC162	PC163	PC164	PC165	PC166	PC167	PC168	PC169	PC170	PC171	PC172	PC173	PC174	PC175	PC176	PC177	PC178	PC179	PC180	PC181	PC182	PC183	PC184	PC185	PC186	PC187	PC188	PC189	PC190	PC191	PC192	PC193	PC194	PC195	PC196	PC197
Flint_Mos5_2E_RC11_01_15937.mzXML	Porites	-1.95432986	-0.419178518	-7.49398578	3.448712079	-2.483573612	-1.546827838	-0.675031492	0.856149562	-1.282308728	0.414749252	-2.437483927	-1.124634135	-0.08058415	1.430878187	-2.133617387	-0.635351286	1.309412102	-0.310542062	0.100780948	-0.179608685	-0.306050007	0.859255744	-0.378783012	-0.851216867	1.046961862	-1.099946702	1.387108395	0.495936417	-0.926876144	1.05224546	0.524672003	0.363795862	0.768109489	0.897709987	-0.004382505	-0.903067779	1.399112146	-0.318491921	0.502484831	-1.204199105	0.339715305	-0.368107725	0.484943427	-1.115889639	1.802552473	-0.60359924	-1.443328765	-0.558363125	-0.362748884	0.311135001	-0.057973961	1.028328012	-0.194438074	0.101705278	0.874461399	-0.620982134	-0.757350125	-0.936431474	-1.766824261	0.047531406	0.255402833	-0.581517318	0.769338931	-0.596368259	-0.7703852	0.590377814	-0.548605994	-0.378154316	1.133091653	1.048502928	0.943255094	-0.427798911	0.056296634	0.184834633	-0.879184349	-0.463946798	0.845914994	0.222157773	-0.013180999	-0.190347096	-0.006207153	0.299624259	0.313643426	0.329499948	0.255198119	0.485818335	-0.050275618	-0.08543979	0.079223791	1.118290178	-0.183476205	-0.692923172	0.240257139	-0.043731234	-0.839506821	-0.084136191	0.631214759	-0.123296866	0.175000932	0.267702642	0.150252795	-0.290540826	0.967664086	-0.450088477	0.880185686	0.55272438	-0.099362332	-1.003004336	0.588288279	0.298066943	-0.171549	-0.155233571	0.379070818	0.489560035	0.520103476	-0.127742565	0.042372398	-0.108339648	0.049872394	0.263794309	-0.189730295	-0.116982061	-0.22081139	-0.089859151	0.08217326	0.036146747	-0.132493934	-0.154169498	0.093629501	0.128399932	0.315868877	0.334739593	-0.051933387	-0.068442123	-0.210005621	-0.141236253	-0.099381609	-0.071341404	-0.046536569	-0.211241052	-0.134713081	0.190813117	-0.031842277	-0.030727643	0.047434692	0.018509402	0.002747916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flint_Mos5_1E_RC6_01_15927.mzXML	Porites	-3.308965809	-0.872393201	-7.861327756	2.329085632	0.622783706	3.275220194	-1.27102664	0.124027117	-0.098500067	1.900870511	-0.385561252	0.865719518	-0.352441947	-0.09545983	-0.61303615	0.945224447	-1.144309551	-1.337000122	1.18807445	-0.794303837	-1.937206681	-0.659261592	-0.196736958	-0.412523594	-1.098460554	-1.688775664	-1.388504825	1.569222482	0.429181253	-0.378861605	0.815645125	-0.052495079	0.230614433	0.120759851	1.867211242	-1.382624718	1.116875427	-1.023782477	-1.053910335	-0.13377645	0.60653035	1.304554982	0.148423466	1.765328541	-0.361034987	-0.080687843	1.201821102	-0.444752484	0.28231099	-0.308791802	-0.459236745	-0.226569094	-0.349036202	-0.232843971	-0.449549981	0.812296131	-0.2787209	-0.444983045	-0.065821592	1.683052611	-0.693205752	-0.139190288	-0.396506797	0.773559845	-0.831153567	-0.48551734	1.257840253	-0.628163791	0.923551075	-0.004835836	-0.276885076	0.278423886	0.77326654	1.165992408	-0.204012547	-0.321003508	-0.575028786	1.221598393	0.204256747	0.172020361	-0.868545133	-0.327222271	-0.907867206	-0.035219369	0.081064643	0.754064269	-0.878752384	-0.273130253	-0.74897062	-0.27912508	0.221224292	-0.127248193	-0.464618738	0.474025967	0.147892967	-0.037989667	-0.101986224	0.476577094	-0.429297195	0.793954125	0.638828013	0.047926091	0.066828091	0.281253349	-0.339563025	0.589423063	0.135768748	-0.702695527	-0.197457078	0.243777111	0.340324062	-0.116964265	-0.746784135	-0.440977744	-0.215307505	0.49862343	-0.062122465	0.030311808	-0.522456803	-0.298012714	-0.385885548	-0.384417404	-0.243946538	-0.209407451	-0.122975525	-0.288014899	-0.044258655	-0.002158199	0.103362195	0.202396979	0.165174056	-0.089576387	0.31762412	-0.063801326	0.252011308	-0.430896186	0.026791596	-0.031412916	0.234034316	-0.00910356	-0.021949821	-0.044457108	0.039516374	-0.051690415	0.025485856	-0.023203859	0.043722874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flint_Mos5_2C_RC9_01_15933.mzXML	Porites	-2.089207206	-0.501434498	-7.79042637	3.428213532	-2.149905059	-0.76793824	0.514426124	1.441674146	-0.968312603	0.82299	-1.011459228	-0.919919896	-0.43075771	1.406377629	1.224924409	-0.8659822	0.936564752	-0.160029701	0.093843903	0.557670748	0.398471692	0.834349578	0.125624032	-0.937171893	0.219874899	1.951777198	-0.452740799	-2.106052517	-0.755241852	-1.151359836	0.817757672	-1.865704165	-0.118718189	0.833482726	0.306576205	0.029628937	-1.787698991	0.159162238	-0.546824048	-0.902771202	0.91955937	0.459871602	-0.155868021	0.502538607	1.410162209	0.891480621	-0.382243382	1.015548633	-0.698960025	-1.422361088	-1.01680911	-1.199903264	-1.518894998	0.349984734	0.562660055	0.756886305	1.386312323	-0.878881716	-0.001896633	0.781529449	0.05642977	-0.794072596	0.899976408	-0.105242348	1.062226886	-1.155255597	0.70056024	-0.661748828	-0.703823359	1.328720343	-0.446681084	0.330402319	0.222766281	-0.336076559	0.6404437	-0.657677268	-1.054200953	1.216729034	-0.134024082	-0.882844155	0.543727313	-0.132824147	-0.542571697	0.601710902	-0.269900232	-0.418475355	0.528310138	0.233422885	0.221636478	-0.293494691	-0.045634748	-0.273824288	-0.126881121	0.042053467	0.137480825	-0.502280326	-0.026771232	0.581723834	-0.400998615	0.414390752	-0.295970057	0.208497037	0.24928233	0.215783148	0.403159842	0.032236415	-0.093852602	-0.315787945	-0.452244719	-0.372676315	0.090786188	-0.002041802	-0.415153128	-0.550955258	0.090911594	-0.340137286	-0.189895375	0.568830504	-0.279651868	-0.096339439	0.060710347	-0.085099513	0.112339486	0.077428736	-0.029377135	0.213782742	0.127335829	0.694692828	-0.099116922	0.256019235	0.125534575	0.110805054	-0.13538795	-0.323524471	-0.230976692	0.083941559	-0.025039294	-0.410781906	0.102949984	0.109463834	0.375857178	0.011261775	-0.036256518	-0.082266829	0.062794731	-0.078252753	0.005125669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flint_Mos5_1C_RC4_01_15923.mzXML	Porites	-2.56670835	-1.113420714	-7.546044246	1.244702305	3.208995678	0.035046876	0.587611051	2.00114934	0.115250553	0.513514122	-1.316556898	1.223544339	0.618421859	-0.030750128	0.979066115	0.807476238	-0.053165483	-0.404048608	0.410010239	-0.845574361	0.200312759	0.442383467	-0.765056752	-0.115100939	-0.861536778	1.346188973	-1.714654012	1.155725773	0.604624424	2.193577581	0.71681736	-0.772884701	-0.225221795	0.012765606	-0.32837133	0.482582026	-1.12446206	0.865273129	0.221267016	0.108947687	-0.820346833	1.026341221	-0.66447323	-0.782647358	0.517070775	-0.2391433	-0.669985421	0.803124119	-0.868979334	-0.111643516	-0.230102711	-0.644133439	0.794744022	0.089351782	-0.618653433	-0.146750538	-1.140484504	-0.652335425	0.652079216	-0.017187801	-0.366465118	-1.062489194	-0.573706802	0.168562585	-0.907240909	1.092768449	-0.630452398	-0.238149451	0.311258104	0.723211835	0.64558206	-0.35194508	-0.104645378	0.208464896	0.348431542	0.154006384	0.722581503	-1.152430832	0.565195005	0.098175134	-1.581716041	0.433328226	-0.126259438	1.254919776	-0.193298147	0.542761255	-1.077597601	-1.165369903	0.114744002	-1.049987182	0.103543165	0.002440572	-0.324356641	-0.006823163	0.143113377	-0.214574838	-0.982442399	-0.808301175	-0.783409009	-0.653896975	-0.067534878	-0.201357202	0.237375825	0.005098702	0.077568367	-0.44531077	-0.045876005	-0.09509582	0.870255749	0.305329422	0.137369428	-0.014457107	-0.271686073	-0.545173737	-0.275705555	0.066362549	0.055636281	-0.232771071	-0.313766867	-0.077192111	0.079398457	0.014754728	0.141029825	0.27764043	-0.185330556	0.279904999	0.261940258	-0.016672167	-0.124813148	-0.284380641	0.39392186	-0.099399667	0.131968592	-0.261906247	-0.17458664	0.118966019	-0.004124312	-0.059070297	-0.103986184	0.111985581	0.071325101	-0.085796757	0.05672845	-0.070627321	-0.100160766	0.015715752	-0.048093148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flint_Mos5_1D_RC5_01_15925.mzXML	Porites	-2.282407159	-0.534484949	-7.661568343	3.374838846	-1.862686106	-0.497664046	-0.616491945	1.334584109	-0.462003534	-0.316284295	-3.252989868	-1.639668501	-1.712921829	0.314628247	0.185123571	1.066059523	-0.948552067	-0.14634685	0.035604666	-0.109927131	0.543282548	-1.415701455	-2.632016535	-1.270171274	-0.466283854	1.373568522	0.569209178	1.357391144	1.400094282	-0.127154851	-1.083748077	1.550626036	0.96937074	-1.280095491	0.151705786	-0.003198675	-0.201410343	0.289251873	-0.648439765	0.952669397	-0.228192037	-1.34165276	-0.154614479	-0.296369091	0.781164733	0.050242707	0.849781635	-0.232964011	0.634133802	0.348330049	-1.430067134	0.315109409	-0.341077419	0.324309121	0.264846181	-0.078474495	1.20371203	0.373870324	0.387710615	0.83033992	0.078460786	-0.018743831	0.461633251	1.178568168	-0.790670394	0.111800557	0.412745577	-0.175218451	0.055169711	-0.544284037	0.265200208	-0.83560849	0.640147339	0.368867518	0.754749931	-0.017590173	-0.356766664	-0.646882376	0.054672576	0.181445862	-0.038898303	-1.006464069	1.198981246	-0.279939794	0.109331354	-0.301616102	0.006046047	-0.147579264	0.452970979	-0.088901938	-0.14214633	0.811560074	-1.098853122	0.07082122	0.183911865	0.708568063	-0.196338088	0.618490281	0.360870126	0.100254904	0.098423448	-0.055272895	-0.982991566	-0.614397531	-0.071562772	0.085500605	0.268109431	0.165392246	-0.861465745	0.171875033	0.445075516	-0.158233948	-0.68388102	0.297874085	-0.259746586	0.061561937	0.191558596	-0.263090655	0.308260616	0.089373972	0.861692894	-0.12853546	-0.130663735	0.017530515	0.485331307	0.165290593	-0.194541693	0.172964004	-0.108181578	-0.152211315	0.284756224	0.620769549	-0.293591939	0.34125613	0.033786148	0.238819451	0.102751836	-0.035318187	-0.105133269	0.260757728	-0.031614622	0.002865284	0.016864402	0.028532501	0.054201316	0.051329305	-0.024722958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalInv_2C_GC3_01_16113.mzXML	Porites	-2.754899826	-0.600507323	-7.532952263	3.072212258	-1.428252938	2.518625799	-0.897208904	0.401106822	0.352720294	-1.912280073	2.268805331	-0.513604283	-0.164243848	0.407655661	0.46893017	-1.491243657	-1.39052504	-0.059346575	-0.364551319	1.122382612	-0.3721676	0.050692287	0.256110149	-0.006049106	0.086215929	-0.439523125	1.715988375	1.335165082	0.192619573	-1.030563082	-0.344982942	-0.433633846	-0.2087412	-0.507613116	-0.941187712	1.7430956	-0.911929224	-0.672181861	-0.726329493	0.062886903	-1.109135329	1.994725657	0.135118163	-1.096941627	0.388652872	-1.124019048	0.007451549	-0.106472802	-0.608106913	-0.303716219	1.000094756	-0.445812054	1.63853768	-0.007510587	-0.662595015	0.709906742	0.33574361	0.597938091	-0.884549942	-0.06227015	-0.366160586	-1.3778437	0.427813046	1.227500416	-1.205515164	-1.097188788	0.374145951	-0.386132487	-0.159865272	-1.189104435	1.063985908	-1.279534072	-0.5272477	0.136883657	0.693424103	-0.489833961	-0.572308281	0.940337819	-0.054753101	-0.326641695	-0.287653076	-1.080098707	0.417148821	-0.121078144	0.37565344	0.652717579	0.318911389	-0.35661001	0.157054541	-0.361573635	0.021074395	-0.179393317	0.294400593	0.12399843	-0.603440107	-0.429527057	0.106252718	-0.231722331	-0.112654041	-0.601926505	-0.180950327	1.23058578	0.64132162	0.116227378	-0.045918675	0.486517423	-0.465695527	-0.82825904	0.137552405	-0.094254157	-0.148048909	-0.193992439	0.63219524	-0.391096801	0.051991739	0.70392792	0.064182843	-0.318682539	-0.338743104	0.369821516	-0.265158495	0.30674176	0.06837608	-0.522724055	0.449049949	0.206145774	-0.280062645	-0.11014732	0.098787433	0.174356482	-0.178303865	-0.152508248	-0.228563171	-0.02812675	0.29112501	0.140228375	-0.291556913	0.13763753	0.214505332	-0.02998191	0.05305913	-0.013913441	0.009668593	0.052329896	0.007550196	-0.001237362	-0.0303072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalInv_4D_GD2_01_16137.mzXML	Porites	-1.025781006	-0.824632202	-7.316142647	2.151166605	0.405791844	-4.35109627	1.261124826	0.16703537	1.665393868	-0.132147035	0.413200023	0.096242313	0.493714634	0.591407412	-2.038811507	0.375306627	1.561022552	0.802311733	-0.431007774	0.040634978	-1.075939272	-1.162703792	0.736832214	0.863614054	-0.264811142	0.563086895	0.090690187	0.207145261	0.574520506	0.566144745	0.012716117	-0.380252851	0.835540814	1.773975879	-0.126588856	-1.03350814	-0.341837813	-0.303801687	-0.568865428	0.191220526	0.529666628	-0.812144376	-2.001931092	-0.325740494	-0.097210098	0.399169043	0.171868727	-0.426399379	-0.322923144	0.173148809	0.55883746	0.766517086	1.015171315	-1.288367681	-0.674659975	1.673633337	-0.387470964	0.854520859	-0.350065519	-0.50664992	-1.18811459	-0.265672674	-0.215755504	-0.515723698	-0.281162372	0.07184725	0.607410379	0.265037703	-0.350835945	0.071493835	-0.647518295	-0.604987646	-0.806210863	0.505416569	0.390777147	0.431133488	-0.197798691	0.666631933	0.622932803	0.025227864	-0.346032219	-0.199958239	0.130550511	0.75312364	-0.700970107	-0.475396214	0.288450734	0.372267694	-0.287408672	1.255378131	0.262277192	0.036540768	-0.252505355	-0.941570107	-0.392574428	-0.058982904	0.058679211	0.533114379	-0.772478055	-0.285180771	-0.012898346	0.428825483	-0.667533716	0.154327463	-0.319661862	0.464698983	-0.859476853	0.572317527	-0.506641585	0.16281305	0.33913325	0.503878588	0.148801899	-0.294700773	-0.163622353	0.664948389	0.257696527	0.181335616	0.242381376	-0.082456142	0.013899976	-0.017235243	0.407599362	-0.192026588	-0.081025642	-0.362013556	-0.155526465	-0.212948843	-0.102619821	0.178398357	-0.262745713	-0.165773177	-0.08620937	-0.009733089	-0.164289317	0.277962366	0.388955839	-0.142235145	-0.197399558	0.036616169	0.064325075	-0.16283807	0.169428124	-0.061537132	0.06670138	-0.005570097	-0.002547007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalInv_1C_GB10_01_16103.mzXML	Porites	-1.936436229	-0.894688713	-7.8233035	1.649237949	2.694813574	-2.555882761	-2.944738469	-0.955614751	1.27221597	-2.995751288	-0.239530895	0.299475962	0.51477828	1.725865425	-0.420144422	-0.309717366	1.045014339	-0.929251975	0.542477284	-0.494035861	-0.387657239	0.479201953	-0.983602982	-0.969523035	1.290623158	-1.05259645	1.544927857	-0.132687263	0.8695992	0.257496563	0.699255738	-0.467493365	-0.988686622	-0.024738753	-0.72235537	0.239080288	-0.268817679	0.892771111	0.505945189	-0.200875805	-0.646504489	0.41776095	-0.462652794	0.964833143	-0.64963397	-0.47141804	0.014955096	-0.272140513	-0.805440439	-0.498557424	-0.813564101	-0.145362363	-0.662388343	-0.316025388	0.289798084	1.297991922	0.607811929	-0.231878329	0.155404214	-0.237733833	0.404125674	-0.715424023	-1.094060112	-0.817637255	0.349427752	0.701247764	0.243070805	0.379373261	0.850728449	-0.516217113	-0.427913226	-0.394601836	0.245776663	-0.119021521	0.536079295	1.029472489	-0.23911923	-0.183487374	-1.016398767	0.288327942	0.252995623	0.264329651	0.423654331	-0.558814157	-0.141387861	-0.397236567	-0.170043381	-0.305635645	-0.315920394	0.112101247	0.352463704	-0.995151989	0.329538817	0.605337541	0.945023521	-0.710686461	-0.247773247	-0.164665283	-0.315840148	-0.278880728	0.32429155	-0.226049209	-0.317326564	-0.760084969	-0.149172796	-0.690902184	-0.576687697	-0.140897771	-0.704610243	0.233714638	-0.814291191	-0.663329913	-0.685304043	-0.005125099	0.327572705	-0.191959761	0.283718882	0.46022826	0.104087485	0.069390231	0.073637229	-0.172083398	-0.204347684	0.056461871	-0.183084908	0.233135384	-0.40525081	-0.292269821	0.043461511	-0.101949757	-0.029945829	-0.043430165	0.356401695	-0.008481726	0.293741287	-0.106741833	-0.0416678	-0.368235217	-0.030976585	-0.181961961	-0.097262757	0.149885766	-0.170103942	0.108684107	-0.076918577	0.023249376	-0.0266319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalInv_3A_GC6_01_16119.mzXML	Porites	-2.758360022	-0.828630375	-7.765361091	2.220354727	0.458622293	2.198592577	1.399466454	0.266369792	1.763887665	-1.007097319	1.830857586	-0.536394168	-0.807488041	-1.3344012	0.001574132	-0.0821011	1.845353523	2.387876703	-0.749227147	-1.146909549	-0.179306422	-1.793193926	-0.238089497	-0.65438401	0.916536624	-0.360679681	-1.511829528	-0.03129052	-1.060487815	-1.190550872	0.852542914	0.840729644	0.489250931	-0.091480815	-0.472716532	2.341770753	0.755734227	-0.622864039	0.52803941	0.133089599	-0.282873461	-0.012477834	0.136075925	0.022039793	-0.284800931	0.797392867	-1.098080727	-1.520264514	-0.141928376	-1.098736151	-0.652893233	0.873219728	-0.880604448	0.447609616	1.481587105	0.233403313	-0.360856193	0.184200722	0.528065041	0.349908969	0.827056497	1.22823511	-0.605669327	-0.474197019	-0.454679658	0.578010646	0.036188368	-1.158620255	0.562414775	0.696681109	0.701087473	0.471695663	-0.552077958	0.796433781	1.001376458	-0.191754473	0.746137788	0.031484759	0.141021189	0.234535733	0.213232481	-0.839421691	-0.047788582	0.572898903	-0.301457417	-0.26659852	-1.311739267	-0.099867503	-0.031947793	-0.211986158	-0.084495853	-0.168404967	0.781025047	-0.457458407	0.28847382	-0.273788868	-0.644581328	0.402870068	0.114052604	0.150489894	-0.628628751	-0.174706763	0.303002558	-0.817150448	-0.510789983	0.023994552	0.094290625	0.018140595	0.073743407	0.020213198	0.032594439	0.409538953	-0.156472977	-0.388889012	0.254687004	0.337648922	0.28816506	0.155811006	0.415083887	0.070711825	-0.127126798	0.207806051	-0.54283015	-0.036127451	-0.087848656	-0.339885285	-0.233873313	-0.093090148	-0.049266634	0.153506439	-0.053661161	-0.052755216	-0.509359361	0.423745584	-0.136864002	0.108940879	-0.199867165	-0.235223183	-0.135205331	-0.112932047	-0.257650337	-0.111877215	-0.12302625	-0.170189019	-0.031311662	-0.013783437	-0.002557382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalInv_2B_GC2_01_16111.mzXML	Porites	-2.671578461	-0.213452508	-7.723200738	4.061030961	-2.657664639	2.368663016	-2.423706866	-1.311330513	0.235928703	-1.416469957	1.533801178	-1.263820642	0.948429764	1.519973326	1.945225083	-3.139854883	-0.582152041	0.597969761	-0.348624044	-0.057165317	-0.473490273	0.052210018	0.093022193	-0.780911611	-0.103528808	0.891632827	0.174187236	-0.441964431	0.731091338	-0.52392653	-0.581510773	-1.711047373	1.408263557	1.356150199	0.483041182	-1.779669767	0.691718196	0.558885003	0.181542545	0.424978562	-0.635269154	0.380909764	-0.312247327	0.886010073	-0.524706214	0.577661991	0.337671859	0.082873893	0.812530337	0.016156835	0.454799466	1.02139807	0.036156381	-1.069259571	1.113609647	-0.008812073	-0.76376325	0.021722537	0.560957967	-1.549099685	0.339611413	0.557894928	-0.169899416	-0.054988282	-1.171897712	0.959791504	-1.23050683	-0.383523089	0.106045492	-0.047670593	0.052054366	-0.799228731	-0.499277462	-0.102480457	-0.783510838	-0.683088293	0.75009867	-0.122110513	-0.243838675	-0.389705109	-0.276278003	0.766062399	0.045482318	0.81383501	-0.208786021	-0.642374201	-0.884735848	-0.170280367	0.091345403	-0.225498838	0.152205059	0.563262226	-0.246256404	-0.062717222	0.056578587	-0.39098621	0.428789595	0.482545581	-0.524324323	-0.471867977	-0.067871776	-0.912257562	-0.287600427	0.502147887	0.131569449	-0.343059207	0.610868813	-0.153604573	0.141657746	-0.780693619	0.309934788	-0.225730303	0.490045705	-0.032210949	-0.771135724	-0.124224408	0.473138275	-0.309149046	-0.44725666	-0.011654612	0.535346064	-0.016572086	0.225229449	0.414601692	0.183271353	-0.131492516	0.254443749	0.221573027	0.206606678	-0.023209192	-0.289944632	0.022910932	-0.03328237	0.115275486	-0.221625141	-0.289877518	0.124845131	-0.258201275	-0.002499964	0.047594526	0.024783062	0.007069127	-0.039039128	0.008348364	0.121118619	0.005749113	0.002302994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalInv_2E_GC5_01_16117.mzXML	Porites	-2.252485726	-1.037443225	-7.414952446	0.883243376	4.106599424	-1.517440459	0.660017187	1.019003515	1.413435699	-0.721030496	0.68592248	1.030819949	1.376875758	0.549703105	0.04209949	0.382064409	0.997749513	1.286512649	0.119070158	-0.132829761	-0.201382975	0.559645281	0.163571677	-0.326724118	0.64335979	-1.231305303	1.385906271	-0.544274272	0.741672201	-1.3021057	1.37688386	0.041303437	-0.09680455	-0.655280473	-0.038651606	-1.736437028	1.408581508	1.185757005	0.353158396	-0.269524478	-0.089785961	0.31185746	0.16004507	-0.023254489	-0.40549041	-1.163436595	0.036824454	1.139287559	0.309642314	-0.141527544	-0.21756574	0.665460604	-0.840208821	-0.251559009	0.360289121	-0.780041892	-0.985513982	-0.030860569	0.08202215	0.331456325	-0.350076169	-0.250886083	0.065065095	0.756472539	0.625674615	-0.497318413	0.282521196	0.459468349	-0.49429229	-0.199283489	0.1466027	0.27743073	0.807042751	0.616114397	0.81346282	-1.108339352	-0.060210851	0.356672609	0.309064315	-0.670870128	-0.281928794	-0.226836199	0.11056684	-0.450576186	-0.395014943	0.362266791	0.126433106	-0.750968654	0.455207684	-0.098737911	-0.454209034	0.745853521	-0.836685235	-0.142571524	-0.668586764	0.146283342	-0.462797133	0.638053954	0.603969458	-0.023149014	-0.068080383	0.193987893	0.137158678	-0.194635898	0.235775701	0.103259592	0.151335949	0.770030428	0.802274441	-0.48478713	-0.218554537	-0.125757188	0.314337011	-0.119402749	-0.196144416	-0.771899628	0.349052376	-0.705442865	-0.225034524	0.437215184	-0.137605967	-0.14651556	0.410372029	-0.398367819	-0.268596234	-0.370059149	0.317904591	0.08505201	0.203396225	0.243560707	-0.003330298	0.387353776	-0.038363904	0.224693885	-0.015197659	0.261363387	0.317497326	0.142611155	-0.00963612	-0.132512099	0.100177284	0.027176868	-0.255568406	0.101737689	-0.045167482	-0.106675199	0.023325432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalMos_3D_GE5_01_16167.mzXML	Porites	-3.309249926	-0.778684241	-7.897612609	1.781027694	1.510304169	3.937020171	0.906893315	-1.304578007	-1.109683785	2.581523423	0.299547859	-0.262520806	0.384332596	1.082638864	2.241515072	0.538730007	1.399934402	-0.87130658	-0.797382296	1.451057476	-0.870047316	-1.527593463	-0.521491585	-0.209868348	1.836246039	-0.751197846	0.065650311	-0.428213889	1.171614367	1.715004742	-0.077330357	1.506302888	-2.55370561	-1.175131131	-0.40250049	0.271095845	1.000713554	-0.352609501	-1.274276354	0.836950246	0.497090574	-0.683850177	0.232433171	-0.508151902	-0.356297094	-0.413007898	0.126484887	0.357180796	0.581053995	-0.23704675	0.16073246	0.267426486	0.929378694	-0.398817719	0.512103466	0.548439587	0.625229324	-0.236207235	0.006618572	0.631457928	0.513258584	-0.880804774	-0.613671896	-0.075611587	-0.055850932	-0.800503052	-0.444164462	0.298635629	0.024230844	0.694732798	-0.598078003	-0.204023328	-0.291063528	-0.985684979	-0.451384101	0.234964174	0.432512276	0.111060504	0.023640627	-0.310121409	0.188496202	0.520745774	0.521908194	0.451634734	0.171331225	-1.050247012	0.031832519	0.464940614	0.303090593	-0.024376092	0.150009508	0.046242588	0.397034876	-0.857990829	0.331677502	0.526717935	0.329426376	0.335269798	-0.614391085	-0.118192399	-0.388838987	-0.378823085	0.111255561	-0.483616665	0.365078724	0.248074656	-0.309357791	0.11125866	-0.042691612	-0.682511806	0.457139055	0.161520272	0.109816702	0.339162108	-0.054992044	-0.091056789	-0.19825367	-0.142916869	0.273603224	0.330300562	-0.279381488	-0.106381626	0.280684961	-0.25542717	-0.087528422	-0.126983352	0.050318874	0.146836083	-0.040771757	0.419161405	-0.208070151	0.194439727	0.403101606	-0.202766324	0.13922893	-0.052374886	0.01041106	-0.017568169	-0.116538342	-0.187283001	-0.199888052	-0.073744259	-0.159433181	-0.112989199	0.043322069	-0.014936149	-0.012815501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
