#SampleID	Organism	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86	PC87	PC88	PC89	PC90	PC91	PC92	PC93	PC94	PC95	PC96	PC97	PC98	PC99	PC100	PC101	PC102	PC103	PC104	PC105	PC106	PC107	PC108	PC109	PC110	PC111	PC112	PC113	PC114	PC115	PC116	PC117	PC118	PC119	PC120	PC121	PC122	PC123	PC124	PC125	PC126	PC127	PC128	PC129	PC130	PC131	PC132	PC133	PC134	PC135	PC136	PC137	PC138	PC139	PC140	PC141	PC142	PC143	PC144	PC145	PC146	PC147	PC148	PC149	PC150	PC151	PC152	PC153	PC154	PC155	PC156	PC157	PC158	PC159	PC160	PC161	PC162	PC163	PC164	PC165	PC166	PC167	PC168	PC169	PC170	PC171	PC172	PC173	PC174	PC175	PC176	PC177	PC178	PC179	PC180	PC181	PC182	PC183	PC184	PC185	PC186	PC187	PC188	PC189	PC190	PC191	PC192	PC193	PC194	PC195	PC196	PC197
Flint_Mos3_3C_RA8_01_15883.mzXML	Red/Halimeda	3.862682335	-6.73610981	2.939880153	2.299287875	-1.959255645	-1.172811467	-0.296146862	0.585217708	-2.77841949	0.454514017	0.687081821	0.811354344	-0.988042769	-1.389321382	0.921648442	1.269486414	1.015659312	-0.098572135	1.336941656	0.384931129	0.041961145	-0.847883004	-1.219152897	-0.211191903	-0.758425199	0.110302142	-0.435947949	-0.913237524	0.913253249	-1.048165955	-1.848221685	0.030541924	1.755686115	1.658858865	-0.585123795	1.226629194	-0.645122014	0.371202951	0.492352729	0.25820141	-0.14617807	-1.128249862	-0.886500317	-1.862830582	-0.411267737	2.251735807	-1.7632847	0.738639887	0.555547475	0.156769106	0.5190146	-0.635933422	0.317063971	0.149522724	-0.663743012	-0.41892283	0.287344136	0.768162685	-0.411423707	0.470725609	-0.71978459	-0.658708345	1.256590449	0.789945867	0.688832926	-0.492855417	0.039712593	-0.380340634	0.444516374	0.263607414	0.19197696	-0.100840099	0.157328629	0.445544617	0.305300249	-0.847168439	0.144328935	0.791231059	-0.967913554	0.517823941	-0.155260161	0.997186078	-0.545450817	-0.271531332	0.747582751	-0.13987563	-1.276039744	0.363351413	-0.126825034	-0.348715849	-0.668500864	0.292083716	0.040601539	-0.291557475	0.644459016	-0.339127458	0.04252878	-0.749498436	0.66127676	-0.512564426	0.740311062	0.804348629	0.11985164	0.240177743	0.037977605	0.331356033	-0.451298903	0.363509551	0.740808364	0.101851419	-0.223107009	-0.245569052	-0.2448618	0.474318275	-0.209751583	-0.268052584	-0.124913119	0.035289659	-0.134468229	-0.203055927	0.263980077	-0.298904263	0.138030834	0.061726016	-0.578098017	-0.356667256	-0.023445798	-0.298728172	0.139066808	0.028100976	-0.221843565	0.056228982	0.045764401	0.08506704	0.261879722	-0.125751565	0.148933055	-0.11799179	0.178941878	-0.06070462	-0.118011886	-0.134143711	-0.054764217	0.000650501	0.053059149	0.032573135	-0.023368838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flint_Mos3_3D_RA9_01_15885.mzXML	Red/Halimeda	2.822664615	-7.324340184	2.958872818	1.498208556	0.311761292	2.350489777	1.123536784	1.375143523	-1.502288404	-0.956605278	2.034672218	0.579476469	-1.442759422	-0.662080772	-0.36102185	-1.526853665	-0.003387779	3.917142109	-1.54934187	0.635099846	-1.541594459	-0.918985946	-0.17455496	0.130233412	0.22028969	0.940406142	-1.816939622	1.505226838	0.804663231	-1.029545719	0.080924652	0.937472115	2.204477499	-2.079713373	0.2170502	0.899010456	-1.483142236	0.048220913	-0.124319083	0.31533899	1.108723342	0.361719359	-1.264026894	-0.141053867	-0.391078399	0.202082307	-0.328565142	-0.536245656	-0.536774987	-0.209001832	-0.320799308	-0.583066061	0.92203012	-0.14832094	1.003043295	-0.267907829	-0.932805988	-0.21170259	-0.656294634	-0.10748269	0.094896633	-0.097418938	-0.652522443	0.282710017	-1.081891358	0.675101207	-0.189102024	1.152891835	-0.118645798	1.283924842	-0.030932387	0.219863119	0.542616829	0.388401774	-0.609443456	0.237773488	-1.215053073	-0.005453304	0.166347249	-0.610326973	0.007668516	-0.173936313	-0.193205204	-0.616339466	-0.341690828	-0.862772851	0.18412626	0.301951655	-0.012135553	1.038304339	-0.471630759	0.60564999	0.259502017	0.120705989	-0.193739493	-0.403507077	0.157779308	-0.52177622	-0.571941949	-0.01101903	0.68347728	-0.145965679	0.076521591	0.254533718	0.635971067	0.48734823	-0.044890056	0.415603984	-0.013512742	-0.005612444	-0.219364286	-0.096057673	-0.161784243	0.259737152	0.092665575	0.016689526	0.289753269	-0.136476696	-0.494319405	0.02188838	-0.090454321	-0.354179114	0.116574127	0.343538927	0.307913831	0.418827355	0.243307397	-0.037688177	-0.105924403	-0.187443705	0.110750525	0.052217849	0.219164547	-0.308676636	0.193788338	-0.031122348	-0.0037488	-0.043445127	-0.172890697	-0.187350977	0.150147781	0.041665758	0.093333919	0.008450035	0.107605736	-0.069484648	0.012416271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flint_Mos5_2A_RC7_01_15929.mzXML	Red/Halimeda	5.165137052	6.31724941	0.28025017	1.398858709	-0.497955653	-0.282253364	-0.166294603	3.399049861	-3.4608043	-0.48400643	-1.498778824	0.960355067	-2.865422706	0.331175687	-0.288873665	1.38487619	-0.709180865	-0.853294225	0.404846015	1.28941371	1.255812693	-0.370239989	-1.026891244	-0.466829114	0.467971576	1.224912615	0.209760694	1.108850726	1.383334894	-0.882291021	-0.4861675	-0.838582276	-1.059409325	0.146051888	0.484460312	-0.220787821	0.171449158	0.923376912	-0.462608246	1.022180645	0.438364014	0.127786721	0.766690672	0.393918938	-0.37052392	0.692083665	-0.546049832	-0.027367556	-0.721443442	0.888328968	-1.084970138	0.618210893	-0.170417142	0.2984402	1.762275873	0.787150075	0.663791502	-0.835765307	-0.664926634	0.537380043	1.271461086	-0.640178902	0.434345682	0.105693199	-0.02262786	-0.562872187	-0.441780013	-0.192825137	-0.380337499	0.663295951	0.353468436	0.19965123	-0.550944095	0.458009697	0.549134467	0.529664561	0.603644017	0.596545172	0.881839055	0.63811931	0.337996122	-0.137643114	-0.776944569	0.052691733	0.98379703	0.448515817	0.300084007	-0.349968588	-0.151462483	0.18982922	1.283448495	0.544924486	0.143336809	0.127332807	-0.014317031	0.167961299	-0.6009788	-0.685857374	-0.130372664	-0.254868379	0.348687084	-0.566779371	-0.544991472	0.248210564	-0.183034202	-0.148756139	-0.1682785	-0.518647514	0.014413664	0.064303053	-0.03911159	0.025898215	0.099575428	-0.190709807	0.499939961	-0.260849422	0.712689254	0.150377519	0.233886422	0.302363663	-0.183198387	0.26771735	0.299847638	-0.050615484	-0.475527034	0.177607404	0.166625416	0.038947927	0.151522603	-0.172337653	-0.375254969	-0.267598015	-0.1929268	-0.126291998	-0.02337891	-0.258345451	0.241009987	0.118550916	0.000342024	-0.075758038	0.006784206	-0.070271557	0.097895798	0.137533959	0.093376258	-0.026493875	-0.005482005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalInv_1E_GB12_01_16107.mzXML	Turf	5.368905901	6.063956921	0.432248372	-0.260038412	3.785525576	-1.325827934	-3.636200713	-0.202401558	-0.659077555	-3.006888568	0.60747235	0.711483394	-0.446368047	0.554216425	-0.640049848	-0.958258505	0.122064564	-0.571247006	0.127334472	-0.208599454	-1.036774395	0.597895154	-0.412534712	-0.642838912	0.984273917	-1.50317138	0.585620779	-0.717520779	0.434239936	0.9483945	1.036326143	1.248297072	-0.102796077	-1.453941395	0.649731719	0.505702017	0.361928174	0.463594825	0.456496649	-0.811032889	1.026189875	0.229553786	-1.231981537	1.126290561	-0.232246812	1.49457345	-0.073105421	0.216363192	-1.045124835	0.065852354	-0.556288951	-0.882843458	-1.285840159	0.601847082	1.146087699	-0.096493366	1.548177774	0.611324634	-0.240219288	-0.929200227	-0.7461481	-0.230376346	-0.334020797	0.508948614	-0.495258217	1.194401514	-0.012835647	-0.167877246	-0.184219835	-0.520864414	-0.330928222	-0.884650216	0.101118317	-0.242283913	-0.85368885	-0.497887846	-0.055006242	0.069583151	-0.548217726	0.47735764	-0.33391674	-0.472876264	-0.665205403	0.301088024	0.024363358	0.77619707	0.211610586	-0.432738795	-0.08975855	0.515336159	0.310744879	0.193086615	0.251844248	0.09559711	-0.44940629	-0.068793429	-0.361293928	0.044949184	-0.196929641	-0.075858217	-0.05975404	0.479845213	-0.26933319	0.31432991	-0.230300014	0.098594333	0.437657648	0.41648966	0.584862485	-0.364590887	0.089291679	0.005661414	0.099178937	-0.112787132	-0.272983087	-0.768700892	-0.617312103	-0.297667422	0.097607654	-0.115995234	0.227151069	-0.052702031	-0.250987193	-0.697911627	0.106605681	0.085770285	0.232115644	-0.449532912	-0.200339176	0.032159503	-0.048601186	0.18969613	-0.04898452	0.010828845	-0.105496386	-0.288662421	0.200906581	-0.074576858	0.079429717	0.28584908	0.267183152	0.002627146	0.171983831	-0.066210999	0.054798821	-0.003638251	0.010547303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalInv_4A_GC11_01_16131.mzXML	Turf	5.045312865	6.77186006	1.049634495	1.414830475	0.517269524	3.691416048	4.058866971	-2.025021315	-1.532112261	-2.162956622	0.611618589	-0.971301443	0.167419689	1.479907648	-1.077285952	1.132949427	0.020398028	-1.556310532	0.4575691	0.318265905	-1.017519797	-0.634717236	-0.514297097	-1.730143845	1.023668331	0.272996193	-0.44340936	-2.523856999	0.771568591	-0.291661687	-0.22495176	0.326950397	0.324687727	-0.403948254	0.568342634	-0.591317215	-0.185399805	-0.751421444	-0.380149907	0.706526171	-0.434749477	-0.145324601	0.389643843	-0.497749045	-1.043683765	-0.333696406	-0.431519815	1.488438451	0.128367915	1.07718604	0.266600514	1.493661581	0.253195009	1.083171546	0.157333654	-0.5812391	-0.911075858	-0.192445334	-0.263035095	1.082489474	-0.719543972	0.103803571	0.759608731	0.10411279	0.231128783	0.844358966	0.621163535	0.060273036	-0.714080878	0.729576509	-0.02465546	0.479700935	-1.020062984	0.077773827	-0.156015119	0.584050677	-0.123396978	0.327189744	-0.784014497	-0.184663206	-0.595421821	-1.374333993	-0.39359123	0.621511957	-0.199533106	-0.32161706	0.049234676	0.231590019	-0.266246171	-0.508003132	-0.280171406	0.092887648	-0.89947111	-0.616577393	-0.195627125	-1.09019624	0.442119869	-0.554542136	0.029859007	-0.008148637	0.481409609	0.074837986	-0.553810848	-0.072463454	0.170121982	-0.877031659	-0.318166295	-0.173290187	-0.073595142	-0.165176744	0.301956589	0.043014394	0.153694211	0.28751461	-0.297694724	-0.067273114	-0.246436192	0.649155281	0.167191018	-0.160612905	-0.261282028	-0.335418613	-0.227720511	-0.500322427	0.492334259	0.244727543	-0.349413357	-0.136735278	-0.003495772	0.216358088	0.216766953	-0.067913123	0.088891632	-0.045693331	-0.169898712	-0.171602537	-0.175583634	0.239283882	0.089245742	-0.047403828	0.102824197	0.06677441	-0.032851645	-0.086811716	-0.020002459	0.029650283	-0.005502165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalInv_2D_GC4_01_16115.mzXML	Turf	4.756801238	5.449228119	0.010674574	-1.333616809	6.087427027	-0.020390534	-0.481293946	1.541172173	-0.060121117	0.982801005	-0.022808523	2.038248365	1.183199382	0.217426145	0.685951701	-0.338403861	0.842812366	0.323669489	0.644892359	-1.429496427	-0.827989235	-1.216079963	-0.012480196	-0.18885677	0.679241944	0.185076742	-0.264811995	0.592810649	-0.753167113	-0.339537948	0.40932315	-0.852543915	-0.322250999	-0.477343902	-0.769370683	-0.239536161	1.024999995	-0.016665737	-0.478139478	0.676904453	-0.697205233	0.504648997	-0.845979765	-0.73885599	0.117391524	0.354108286	-0.52979549	1.107770751	-0.002610767	0.280260465	-0.763367689	-0.24256362	0.676368113	-0.264734606	-0.299322076	0.131969499	-1.542477626	-0.065090097	-1.210253901	0.015108887	0.41089187	-0.865489341	0.513564408	0.184509028	0.657600619	-0.408777776	0.549032595	-0.371649631	0.268071194	-1.198383865	0.137126991	-0.117311051	-0.223649333	-0.62370271	0.425879162	1.116779881	0.660005676	1.095480432	0.367800478	0.027660443	-0.150864715	0.437486065	0.572602494	-0.682149342	0.917036862	-0.020336861	0.160144982	-0.661644602	0.296150577	0.584279902	-0.332329838	0.018353874	0.074602042	-0.350750893	-0.408100804	-0.299438361	-0.119001279	0.731218147	0.072054205	0.168189221	0.549895091	-0.430718251	-0.040993729	-0.444986078	0.491089356	-0.690421481	0.311449519	-0.221858166	-0.087237277	-0.196873185	-0.133508367	0.160796723	-0.36418921	0.823562672	-0.926979665	-0.088893774	-0.636129607	0.058401833	-0.019133563	-0.541943846	-0.169947114	0.222826347	-0.109200022	0.575712966	0.181730801	-0.270739379	-0.135980276	-0.309726043	-0.089259798	-0.400970828	-0.241700045	0.083496122	-0.055005485	-0.19311342	0.336714739	-0.164771035	0.030897798	0.117410472	-0.163785108	0.161692565	-0.166426892	-0.039523374	0.081716551	0.031615145	0.035039122	-0.016167714	-0.000565144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalMos_4B_empty_GE8_01_16173.mzXML	Turf	4.621468207	5.60760586	0.196167293	-1.087115978	5.387391967	2.190865945	0.946194708	1.194613971	-0.567341351	2.164365597	-1.410167921	0.593038074	1.203447962	0.633157396	0.059129232	0.756106166	-0.370037248	-0.268698968	-1.000715058	0.96345877	-0.515250702	-0.395487628	1.051615377	1.388983931	-0.300160577	0.622013105	0.777996632	0.247857712	0.343413844	1.288558982	-0.262390692	0.711567387	-0.549467192	0.804608286	-0.798431247	0.271094237	0.842676399	-0.205753962	0.312043028	0.301278934	0.252630017	0.821741084	0.663460121	1.07374275	-0.305818547	-0.716540458	-0.533834986	-0.67654451	0.103323134	0.090788315	-0.055855953	-0.039276847	-0.494252191	0.431089484	-0.595076962	0.532161914	0.645138572	0.295324063	1.000313559	-0.127848683	0.579172132	0.586907389	0.411308407	1.282591847	-0.936235738	0.443668402	-1.368799047	-0.037316193	-0.478853797	0.325939535	0.393330928	0.993196354	-0.498838091	-0.549015114	-0.382370246	-0.66160799	-1.072221198	0.034785673	-0.184716022	-0.037395184	0.466934708	-0.966661305	0.301533699	-0.075655109	-0.08929274	0.300104779	0.425997069	-0.108015073	-0.23164226	-0.177220156	0.007421673	0.388501695	-0.021811766	-0.062001344	0.322271059	-1.355598881	-0.387817495	-0.200061556	0.284025289	0.637080075	-0.1111398	0.070382993	0.519809331	-0.214278935	0.77695343	0.05690423	0.039589537	0.473776169	0.408471833	0.472400228	0.410097603	-0.242703177	-0.104538247	-0.179482199	0.375243024	0.490638437	0.308710932	0.559118304	-0.057833035	-0.065037074	0.792637734	-0.411081969	0.507608216	-0.308406854	0.286114128	-0.19570846	0.303967918	-0.240642505	-0.21467227	-0.139261127	-0.168146476	-0.025511919	-0.116830489	0.342163299	0.0601676	0.122173568	-0.135088944	-0.016209601	-0.073803334	-0.135349708	0.193567459	0.111616414	0.019344573	0.014951931	-0.021149075	0.063897421	-0.014990898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalMos_3A_GE2_01_16161.mzXML	Acropora	5.368859324	6.903144808	0.99001013	1.45008956	0.563163171	2.152238438	3.04252943	-0.782393851	-1.429526257	-3.354278182	0.144921207	-1.026202542	1.666316623	-0.057280862	-0.91296207	1.140330253	1.086584003	0.025211583	0.996362733	0.20642135	-0.26296798	0.109782509	1.450723429	-0.922131354	-0.182218855	-0.358770573	1.082471623	-0.075868164	-3.259955177	-1.732508043	0.901415508	-0.792698644	-0.099664183	0.786033681	0.724940457	0.865951353	-0.165949236	-1.222551714	-0.836072503	0.678193701	-0.468993104	-0.829578754	0.006576172	-0.374171794	0.544032143	0.153900832	1.378377467	-0.015633942	0.70094901	-0.438315747	0.540429425	-1.348392128	-0.967632374	0.299017159	-0.210670105	0.494277496	0.748444112	-0.698372102	-0.085526693	-0.713475021	0.912232315	-0.566066418	0.341403277	1.083319673	-0.339665197	0.371979802	0.216335841	1.139276798	0.846077035	0.326542678	-0.039593072	-0.168137727	-0.374486887	-0.185229425	-0.035864892	-0.3692166	0.589186183	0.61415317	-0.037748699	0.996879385	0.071947904	-0.159255983	-0.272876039	-0.562570519	0.287943088	-0.611190971	0.101793237	-0.653805905	0.931525711	0.909359293	-0.987534529	-0.373645443	0.511099631	0.287672937	-0.061461332	-0.227624287	-0.16968518	-0.268666543	-0.965869226	-0.312345806	-0.8534904	0.295455563	0.044386607	0.137164672	-0.329111309	0.360822084	0.492441482	-0.622496019	0.024706349	-0.020465475	-0.378038887	-0.546540146	0.059648595	-0.065649417	0.457972749	0.041237578	0.640376384	-0.475746627	0.264610896	0.324373221	0.596933463	-0.005677477	0.273743735	0.030352051	-0.289892892	-0.158333255	0.224181115	0.230627674	-0.41172403	-0.256215646	0.202264786	0.015428649	0.196845829	0.377594734	0.281457997	0.241505672	0.425717774	0.178524746	-0.210662434	0.142382194	-0.020850996	-0.059408531	0.013875057	-0.051406411	-0.006639938	-0.023771651	0.000956995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MalMos_3B_GE3_01_16163.mzXML	Acropora	4.718122248	6.68722233	0.837854589	0.572072874	2.681108718	4.149387145	4.443848575	-0.159142034	-1.396172875	-1.705406811	-1.411265407	0.106818941	1.745360818	0.007716557	-0.994387369	1.76128051	-0.186686246	0.175069325	1.970013748	-1.393734279	0.024895316	0.775474906	0.451410634	-0.783598182	0.021428964	0.235235644	0.492706049	0.912759809	-0.391994502	1.062425765	-0.627586442	-0.014530752	0.211060686	-0.424395853	1.107112214	0.964797188	0.264873028	0.751330561	1.793284154	0.068953516	1.35869575	0.176175586	-0.998454869	0.778156166	0.674441234	-0.26895452	1.103917933	-1.221110855	0.51695467	-0.523201141	-0.050989827	0.553309802	1.361184452	-1.205703682	-0.205837971	-0.784239837	0.457627881	-0.258530339	-0.927262364	0.72649024	0.017662778	-0.04837875	-0.203634617	-1.103788558	0.175341355	0.574495742	-0.464720415	0.233191656	-0.436523647	-0.472642677	1.028307796	-0.884527547	0.737481196	0.613246069	-0.698728855	0.026420459	-0.355466694	-0.366224661	0.089169291	-0.003323007	0.236494523	0.679644313	-0.054167265	0.014046125	-0.577498398	0.097121988	-0.236971803	-0.037144609	-0.310039702	-0.147685357	0.672078089	-0.208875474	0.477357153	0.44920125	-0.332130828	1.201229848	-0.173412676	0.204073481	-0.221128084	-0.410127126	-0.09874403	0.463420516	0.075328112	0.134267459	-0.03766461	-0.091777085	-0.007625135	0.533606099	-0.351006663	-0.115800652	-0.356664899	0.308854962	-0.424872333	0.147854678	-0.093781279	0.094817434	0.279552584	-0.001256937	-0.425822402	-0.227480639	0.152506569	-0.017052833	0.108023976	0.340193093	-0.080484678	-0.121973496	0.025030538	0.219089416	0.363172302	0.283395228	-0.246694243	0.159473171	-0.495219108	-0.234571132	-0.16233517	-0.162915336	-0.089788081	-0.40143764	0.356228508	0.059790087	-0.090273251	0.030584991	-0.064904361	0.10856124	0.060305381	-0.075313923	0.010345989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MilCar9_5A_GF10_01_16201.mzXML	Acropora	5.748139407	6.819920221	0.872389409	0.981357677	0.057263915	2.289153552	2.690818203	0.833098529	1.348405255	-1.073263064	-0.380980873	-0.933717195	-1.185689955	-2.431856299	-0.47725516	-1.384224355	1.41074389	-2.496403028	-2.457893107	-0.920760353	-0.241217272	0.076785409	-1.088551986	-0.810076314	0.533470016	0.423363195	-1.103523314	1.226654036	0.746241604	-0.219276031	1.304010954	-0.345206078	-0.558037296	2.130962942	0.295852552	-0.439882888	0.045154902	1.692045946	-0.399792471	-0.355845364	-0.934110239	-0.290580846	0.105830351	-0.588884274	0.541819839	0.711517977	-1.44810471	-0.859551231	-1.367925984	-0.178385156	-1.33765901	-0.653216596	1.286794517	0.162591666	-0.882289838	-0.282039891	-0.079297371	0.602651171	1.744467062	-0.95548604	0.660578193	0.29772947	-0.240305235	-0.736565035	-0.800113687	-0.683093506	0.596953052	0.551178996	0.251511013	-0.420370016	-0.422234193	-0.17002947	-0.990563121	0.601602396	-0.477688143	-0.620821806	-0.853519834	0.133188358	-0.067110228	-0.092269116	0.805964139	0.472110616	0.049592907	-0.953920518	-0.191265889	0.658342738	0.109721836	0.097959786	0.11361212	-0.549570931	0.052571892	0.003774942	-0.567756797	-0.299205208	-0.103679591	-0.170181694	-0.052169416	0.475897209	-0.18965138	-0.284013445	-0.000225891	0.35362582	0.392802749	-0.375822977	0.563120659	-0.344625696	0.960230852	0.070915011	-0.016528249	-0.277480163	0.36547709	-0.086192825	-0.107400414	-0.066411874	0.11566849	-0.104809799	-0.366891419	0.059749121	-0.254879584	0.064947567	-0.224245387	0.393752937	-0.181977312	0.020329995	-0.296152301	0.387805592	-0.077882526	0.263765459	0.368424016	0.040341907	-0.24860196	0.164098374	-0.1996883	-0.237364327	0.131387352	0.019301343	-0.101864817	0.050100119	-0.044263094	0.121246549	0.096160415	-0.012798614	-0.160574639	-0.009673199	0.100290309	0.065907917	-0.00102696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MilTent_3D_GG11_01_16281.mzXML	Acropora	6.385747274	5.449352851	0.680477832	0.772401543	-0.073394048	-3.868486335	-0.187541702	-0.94955648	1.700971748	0.281911503	-1.229339588	-0.10149534	-0.063451803	-0.535199674	-0.043351941	0.898135566	-1.139017452	0.162473558	-0.320367026	-0.484690483	-0.628519844	-1.401661353	1.332969046	-0.086060431	-0.506400232	-1.513614474	0.70922921	-0.377610594	0.541232191	0.222858314	1.25139322	0.20706312	-0.237659761	0.532455319	-0.148909133	1.285930041	0.165128872	-0.873937056	-1.638615921	0.785858233	0.03364662	0.409380704	-0.123238171	-0.601566171	-0.651524296	0.536017923	-0.037761493	-1.504808925	-1.005341823	-0.997927322	0.560304861	0.039457973	-0.066680733	0.444770071	-0.197941399	-0.610943656	-0.619513948	-0.965180432	-0.755471733	0.145503215	0.045189778	0.863918324	0.257813579	0.538130493	-0.330311259	-0.817422027	-0.864929353	0.378648882	-0.124758075	-0.693276482	0.240186745	-0.434390785	-0.571958972	0.031570981	-0.795878003	-0.228491593	-0.42335996	0.2787772	-0.186927665	0.209640847	-0.243589645	0.323371439	-0.520819907	-0.058973736	0.22717262	-0.220533639	0.227653321	0.213092059	-0.18557823	0.156614175	1.180809234	-0.652815692	-0.228089154	-0.017782673	0.298047823	0.316277041	-0.881850581	-0.053837947	0.523845675	-0.509366083	0.433409505	0.182637363	0.255724797	1.009538964	0.226771919	-0.912074253	0.02064013	0.364428123	-0.354316489	-0.139810044	-0.248419367	0.271300776	0.415505716	0.562369563	-0.150649401	-0.047970531	0.18285504	0.767796831	0.600235561	0.314221877	-0.004751525	-0.297516933	0.31003843	0.349620963	0.118101044	-0.013755658	-0.121916007	-0.376862206	0.469873192	0.324327094	0.756712002	-0.081581641	-0.240930268	0.219307267	-0.219282528	0.120120293	0.073609957	-0.152636997	0.082653762	0.051224138	0.183037967	0.056856294	0.018982306	-0.017183887	0.101135845	-0.075667519	-0.030181887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MilTent_6A_GH6_01_16295.mzXML	Acropora	5.124564282	6.182260254	0.368922925	-0.40969242	3.650231584	3.328718249	0.319163073	-0.788105736	0.009486044	1.236039131	-0.89090842	0.291308975	-1.49233172	-1.99393927	0.241042985	-0.745625905	0.464020194	1.576258018	-1.513771025	0.678236528	0.359228431	-1.175339199	-1.068006826	-0.059197841	-2.102932917	-1.332742197	-1.074213258	-2.029201464	0.480643961	-0.357846454	1.260458402	0.220057354	-0.004254409	-0.066135523	0.628150563	-0.656651813	0.537380812	-0.145576823	-0.285217529	-0.608893243	0.354632964	0.973132164	-0.155791287	-0.594759331	0.88312948	-0.59359879	-0.507595548	-1.049070832	0.803098042	0.966638801	-0.392226121	0.316622834	-1.098169446	-0.647627536	-0.216566358	0.769104868	0.859553627	0.483590999	-0.622808805	-0.50768684	-0.2348777	-0.583669197	0.073064293	-0.614524597	-0.176689901	-0.784184243	0.211045197	0.80093179	0.567903152	1.337165389	-0.34268685	0.141783725	0.506313684	-1.017616657	0.77369816	-0.166400676	0.524053095	-0.854631312	-0.671632983	0.583234589	0.071335724	0.645746087	0.217050219	0.580177159	-0.38044934	-0.076456708	0.797994036	0.117374835	0.152820484	-0.201731132	-0.137666437	0.124530774	-0.098143109	0.750150775	1.048088522	0.352748524	0.033844565	-1.327363287	-0.236227112	-0.557823856	-0.278150516	0.025856143	0.125813881	0.339363313	-0.715625759	0.210168438	-0.093558815	0.109809919	-0.329821622	-0.614814235	0.199179811	-0.010710493	0.428527752	0.043062051	-0.613451594	0.048233459	0.226485538	-0.373611887	0.170712933	-0.221299432	-0.396531412	0.495204439	-0.332924837	-0.3013309	0.027665886	-0.323881866	0.133956773	-0.064074227	0.510796343	0.089885019	0.455359952	0.202733365	0.082416864	0.162657323	-0.168731458	-0.035970138	-0.030292173	-0.113684208	0.012193018	0.033349408	0.060199349	-0.054316469	0.147351335	0.285855526	0.078617473	0.109384465	-0.001187662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
